Sté CAP,Région CA,Sté Cde,Cde,Ligne Cde,Projet,Num tâche,Date clô,Date fer,Type dépense,Compte imputation,Fournisseur,Qté Cde.,Qté reçue,Qté Fact. Rapprochée,Prix U.,Montant Prov.,Motif rejet,Description article
0001,DRW,0001,BC1126287,1,FA0069103B,GL0597803X,05/09/24,05/03/26,PRODUITS TRAITEMENT EAU,0001.DRW.606300.63322.0.B00001342A.A00019517D.FA0069103B.0.0.0.0,DISTRIBUTION DE SEL DISTRISEL,1,"1,00001",",664545455",3300,"1107,033",Le projet / tÃ¢che FA0069103B/GL0597803X n'est pas valide Ã  la date du 31-MAR-26,Cde SuIvant DevIs DIstrIsel N° 20010088 du 06/02/23 15t de Gros Sel Mer en Vrac LIvraIson le 09/01/2024
0001,DRW,0001,4862302,1,FA0068547V,GL0584296Y,10/03/21,10/09/22,ACHAT MAT.PIECES DETACHEES,0001.DRW.601000.63311.0.B00001337V.A00018163P.FA0068547V.0.0.0.0,ALM FROID,1,1,",387219142",3427,2100,Le projet / tÃ¢che FA0068547V/GL0584296Y n'est pas valide Ã  la date du 31-MAR-26,GL - Remise en état du GF Bitzer selon devis n°DC1918
0001,DRW,0001,BC837116,1,FA0064784T,GL0429347V,29/01/24,29/07/25,S/T AUTRES  ENTRETIENS,0001.DRW.611000.63181.XXX0551.B00001334R.A00018248L.FA0064784T.0.0.0.0,SOGETH SOC GENERALE THERMIQUE,1,1,0,1855,1855,Le projet / tÃ¢che FA0064784T/GL0429347V n'est pas valide Ã  la date du 31-MAR-26,GL0429347V - AMUNDI / A91 / BLOC 1 / GROUPE FROID N°2 / CIRCUIT 1 : REMPLACEMENT DU TRANSDUCTEUR HP
0001,DRW,0001,4339109,1,FA0049712R,GT0214059Z,31/01/19,31/07/19,ACHAT MATIERES CONSOM.DIVERS,0001.DRW.606800.64132.0.B00002238T.A00015363H.FA0049712R.0.0.0.0,ESSO SOCIETE ANONYME FRANCAISE,",006175413",",006175413",0,"12669,6","78,2400125",Le projet / tÃ¢che FA0049712R/GT0214059Z n'est pas valide Ã  la date du 31-MAR-26,8000L de Mobil Pegasus 705 vrac selon tarif site Dalkia REP Le Plessis-Gassot
0001,DRW,0001,4332911,1,FA0049712R,GT0214059Z,31/01/19,31/07/19,ACHAT MAT.PIECES DETACHEES,0001.DRW.601000.64132.0.B00002238T.A00015363H.FA0049712R.0.0.0.0,KAMSTRUP SERVICES,",351198872",",351198872",0,"4608,5","1618,5",Le projet / tÃ¢che FA0049712R/GT0214059Z n'est pas valide Ã  la date du 31-MAR-26,Accord devis N°20727543
0001,DRW,0001,4355915,1,FA0049712R,GT0214059Z,31/01/19,31/07/19,ACHAT MAT.PIECES DETACHEES,0001.DRW.601000.64132.0.B00002238T.A00015363H.FA0049712R.0.0.0.0,COMPTOIR GENERAL DE ROBINETTERIE,",153809787",",153809787",0,"126,91","19,5200001",Le projet / tÃ¢che FA0049712R/GT0214059Z n'est pas valide Ã  la date du 31-MAR-26,Compteur à jets multiples eau froide-Calibre 32-avec émetteur d'impulsion 10L-Montage horizontal-Temp. maxi 30°C.
0001,DRW,0001,4363880,1,FA0049712R,GT0214059Z,31/01/19,31/07/19,ACHAT MAT.PIECES DETACHEES,0001.DRW.601000.64132.0.B00002238T.A00015363H.FA0049712R.0.0.0.0,ITRON FRANCE,",015029099",",015029099",0,"3593,03","54,0000027",Le projet / tÃ¢che FA0049712R/GT0214059Z n'est pas valide Ã  la date du 31-MAR-26,Validation de l'offre n°7507041345 du 07/04/17 - 3 compteurs CF801 et VCI
0001,DRW,0001,4351127,1,FA0049712R,GT0214059Z,31/01/19,31/07/19,ACHAT MAT.PIECES DETACHEES,0001.DRW.601000.64132.0.B00002238T.A00015363H.FA0049712R.0.0.0.0,COLLARD ET TROLART THERMIQUE,",0282431",",0282431",0,"38289,01","1081,40034",Le projet / tÃ¢che FA0049712R/GT0214059Z n'est pas valide Ã  la date du 31-MAR-26,Validation du devis n°10036/ind : 2 du 23/03/2017 - 102 Gé Leclerc Paris 14E DEMANDE VALIDEE PAR LE SERVICE ACHATS SOUS LE N° 2017.03.0099
0001,DRW,0001,4373896,1,FA0049712R,GT0214059Z,31/01/19,31/07/19,SOUS TRAITANTS,0001.DRW.611000.64131.0.B00002238T.A00015363H.FA0049712R.0.0.0.0,HUE JEAN-PHILIPPE JACKY,1,1,0,"532,64","532,64",Le projet / tÃ¢che FA0049712R/GT0214059Z n'est pas valide Ã  la date du 31-MAR-26,TRAVAUX SELON DEVIS RÉPARATION FUITE CHAUDIERE
0001,DRW,0001,4352904,1,FA0049712R,GT0214059Z,31/01/19,31/07/19,SOUS TRAITANTS,0001.DRW.611000.64131.0.B00002238T.A00015363H.FA0049712R.0.0.0.0,MACHADO,1,1,0,750,750,Le projet / tÃ¢che FA0049712R/GT0214059Z n'est pas valide Ã  la date du 31-MAR-26,SUIVANT DEVIS N° 2016/PH120C
0001,DRW,0001,4361189,1,FA0049712R,GT0214059Z,31/01/19,31/07/19,ACHAT MAT.PIECES DETACHEES,0001.DRW.601000.64132.0.B00002238T.A00015363H.FA0049712R.0.0.0.0,HALADJIAN INDUSTRIAL SOLUTIONS,1,1,0,30,30,Le projet / tÃ¢che FA0049712R/GT0214059Z n'est pas valide Ã  la date du 31-MAR-26,Complément de la commande n° 4355098 du 03-04-2017 Frais de Port
0001,DRW,0001,4382162,1,FA0049712R,GT0214059Z,31/01/19,31/07/19,ACHAT MAT.PIECES DETACHEES,0001.DRW.601000.64132.0.B00002238T.A00015363H.FA0049712R.0.0.0.0,EAU ET VAPEUR,",16665837",",16665837",0,"200,89","33,48",Le projet / tÃ¢che FA0049712R/GT0214059Z n'est pas valide Ã  la date du 31-MAR-26,Accord Devis N° 2253923 du 27-04-2017 Raccord Divers rue des haies
0001,DRW,0001,BC471906,1,FA0059263V,GX1031407D,27/06/23,27/12/23,LOCATION MATERIEL OUTILL,0001.DRW.613500.65111.0.B00001342A.A00008571P.FA0059263V.0.0.0.0,ICS MTA FRANCE SAS,1,1,",606299213",2794,1100,Le projet / tÃ¢che FA0059263V/GX1031407D n'est pas valide Ã  la date du 31-MAR-26,GX1031407D-locatIon groupe froId suIvant offre QUO-226169-X7R2N8 ICS
0001,DRW,0001,BC483976,1,FA0048747V,GX1035899H,28/01/25,28/01/26,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001334R.A00008454G.FA0048747V.0.0.0.0,E D E C,1,1,",859824186","6313,5",885,Le projet / tÃ¢che FA0048747V/GX1035899H n'est pas valide Ã  la date du 31-MAR-26,ModernIsatIon de l'Inverseur de source du TGBT écologIe
0001,DRW,0001,BC484998,1,FA0066537K,GX1035659K,26/10/22,26/04/23,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00002659X.A00019041M.FA0066537K.0.0.0.0,CEMIS SYSTEMES DE SECURITE INCENDIE,1,1,",821306973",6955,"1242,81",Le projet / tÃ¢che FA0066537K/GX1035659K n'est pas valide Ã  la date du 31-MAR-26,GX - SAFRAN MASSY - CEMIS - Remplacement de la carte mère du CMSI.COM
0001,DRW,0001,BC488040,1,FA0007610Y,GX0994408J,26/03/25,26/03/26,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00003206T.A00013484Y.FA0007610Y.0.0.0.0,APAVE EXPLOITATION FRANCE,1,",8",0,1760,1408,Le projet / tÃ¢che FA0007610Y/GX0994408J n'est pas valide Ã  la date du 31-MAR-26,DGIC-GX0994408J- Contrôle suIte mIse en place des matelas SGA selon devIs Apave A434447987.1
0001,DRW,0001,BC489804,1,FA0034167B,GX1006835F,28/03/23,28/09/23,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001334R.A00013885D.FA0034167B.0.0.0.0,ENTREPRISE NAZZARO,1,1,0,4145,4145,Le projet / tÃ¢che FA0034167B/GX1006835F n'est pas valide Ã  la date du 31-MAR-26,RégularIsatIon commande Nazzaro selon devIs N° DE 22568 vannes de barrages réseau Eau Glacée sur Groupe FroId locatIon BâtIment PMLS
0001,DRW,0001,BC489975,1,FA0021941H,GX1038264W,27/06/23,27/12/23,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001338W.A00009684E.FA0021941H.0.0.0.0,MAT' FROID,1,1,0,191,191,Le projet / tÃ¢che FA0021941H/GX1038264W n'est pas valide Ã  la date du 31-MAR-26,INTERVENTION N°32120
0001,DRW,0001,BC489975,2,FA0021941H,GX1038264W,27/06/23,27/12/23,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001338W.A00009684E.FA0021941H.0.0.0.0,MAT' FROID,1,1,0,"622,08","622,08",Le projet / tÃ¢che FA0021941H/GX1038264W n'est pas valide Ã  la date du 31-MAR-26,FICHE INTERVENTION 31967
0001,DRW,0001,BC489975,3,FA0021941H,GX1038264W,27/06/23,27/12/23,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001338W.A00009684E.FA0021941H.0.0.0.0,MAT' FROID,1,1,0,1180,1180,Le projet / tÃ¢che FA0021941H/GX1038264W n'est pas valide Ã  la date du 31-MAR-26,DevIs N° 22-306 D
0001,DRW,0001,BC458058,1,FA0082140R,GX1158336R,14/02/25,14/02/26,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.65121.0.B00002847K.A00008485S.FA0082140R.0.0.0.0,CARRIER FRANCE SCS,1,1,0,1215,1215,Le projet / tÃ¢che FA0082140R/GX1158336R n'est pas valide Ã  la date du 31-MAR-26,SELON OFFRE N°00035771
0001,DRW,0001,BC464700,1,FA0081938L,GX1158337S,17/04/24,17/10/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.65121.0.B00002847K.A00013583K.FA0081938L.0.0.0.0,DAIKIN AIRCONDITIONING FRANCE,1,1,",980556413","2528,34","49,16",Le projet / tÃ¢che FA0081938L/GX1158337S n'est pas valide Ã  la date du 31-MAR-26,AGENCE DE NOGENT S-MARNE - SELON VOTRE DEVIS N° 31448241 DU 11/07/22
0001,DRW,0001,BC118594,1,FA0082211X,GX1158284G,17/04/24,17/10/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.65121.0.B00001951S.A00013581H.FA0082211X.0.0.0.0,MITSUBISHI ELECTRIC,1,1,",852787808","6984,34","1028,18",Le projet / tÃ¢che FA0082211X/GX1158284G n'est pas valide Ã  la date du 31-MAR-26,VoIr devIs MItsubIshI ElectrIc n° 2601 - 293527 / 1
0001,DRW,0001,BC349710,1,FA0081997D,GX1158311M,14/02/25,14/02/26,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00003181P.A00013592W.FA0081997D.0.0.0.0,DFM SPADE,1,1,0,14559,14559,Le projet / tÃ¢che FA0081997D/GX1158311M n'est pas valide Ã  la date du 31-MAR-26,pose adoucIsseur
0001,DRW,0001,BC1080153,1,FA0019796W,GX1274855Z,25/06/24,25/06/25,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00002659X.A00008571P.FA0019796W.0.0.0.0,LIZ FRANCE THERMAL SOLUTIONS,1,1,0,6800,6800,Le projet / tÃ¢che FA0019796W/GX1274855Z n'est pas valide Ã  la date du 31-MAR-26,DGIC-P6-GX1274855Z-N79-SAF-RéfectIon du garnIssage réfractaIre
0001,DRW,0001,BC1087053,1,FA0019276E,GX1279738Y,25/06/24,25/06/25,LOCATION MATERIEL OUTILL,0001.DRW.613500.65111.0.B00001314T.A00008330R.FA0019276E.0.0.0.0,TIBBLOC,53,"52,99999","48,4471866","419,78","1911,1758",Le projet / tÃ¢che FA0019276E/GX1279738Y n'est pas valide Ã  la date du 31-MAR-26,ProlongatIon locatIon chaudIère du 26/05/2023 au 30/05/2024
0001,DRW,0001,BC1089059,1,FA0067497B,GX1281531K,28/01/25,28/01/26,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001338W.A00019273B.FA0067497B.0.0.0.0,PORTALP FRANCE,1,1,",825778351","9298,5",1620,Le projet / tÃ¢che FA0067497B/GX1281531K n'est pas valide Ã  la date du 31-MAR-26,CDE P6 PORTALP levée de réserves sur 8 portes auto
0001,DRW,0001,BC1090220,1,FA0019935D,GT1196550R,28/10/24,28/10/25,SOUS TRAITANTS,0001.DRW.611000.64111.0.B00001296Y.A00008613M.FA0019935D.0.0.0.0,ERELA,1,1,0,"4279,73","4279,73",Le projet / tÃ¢che FA0019935D/GT1196550R n'est pas valide Ã  la date du 31-MAR-26,GT1196550R ERELA SUPERVISION SUD 1
0001,DRW,0001,BC1090797,1,FA0019935D,GT1196561D,28/10/24,28/10/25,SOUS TRAITANTS,0001.DRW.611000.64111.0.B00001296Y.A00008613M.FA0019935D.0.0.0.0,ERELA,1,1,0,"5706,3","5706,3",Le projet / tÃ¢che FA0019935D/GT1196561D n'est pas valide Ã  la date du 31-MAR-26,GT1196561D ERELA SUPERVISION QUAI SAGUET
0001,DRW,0001,BC1095762,1,FA0018911P,GX1284214J,28/10/24,28/10/25,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001301D.A00008236J.FA0018911P.0.0.0.0,BWT FRANCE,1,1,0,1007,1007,Le projet / tÃ¢che FA0018911P/GX1284214J n'est pas valide Ã  la date du 31-MAR-26,DESINFECTION RESEAU ECS SELON OFFRE DE PRIX N°BIF23120212
0001,DRW,0001,BC1096925,1,FA0059263V,GX1277745H,27/08/24,27/08/25,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00002659X.A00008571P.FA0059263V.0.0.0.0,B S A V,1,1,0,1403,1403,Le projet / tÃ¢che FA0059263V/GX1277745H n'est pas valide Ã  la date du 31-MAR-26,GX1277745H//Remplacement onduleur//DevIs N° C23083947-1 bâtIment 1360//OT 1361341
0001,DRW,0001,4828183,1,FA0018883H,GT0600535B,25/11/20,25/05/21,SOUS TRAITANTS,0001.DRW.611000.64111.0.B00001320A.A00008213H.FA0018883H.0.0.0.0,EMGC ETUDES ET MISSIONS EN GENIE CLIMATIQUE,1,1,",5",4385,"2192,5",Le projet / tÃ¢che FA0018883H/GT0600535B n'est pas valide Ã  la date du 31-MAR-26,commande suivant devis audit Conservatoire Gagny
0001,DRW,0001,4829798,1,FA0066276N,GX0494921K,10/11/21,10/05/22,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00002849M.A00008550R.FA0066276N.0.0.0.0,ISOPLUS ENERGIE,1,1,",982207916","334864,66","5957,94",Le projet / tÃ¢che FA0066276N/GX0494921K n'est pas valide Ã  la date du 31-MAR-26,Réalisation d'un réseau de chauffage pour la ville de Bezons selon contrat BEZONS LOT 2 02122019 ETS
0001,DRW,0001,4833328,1,FA0066276N,GX0494921K,10/11/21,10/05/22,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00002849M.A00008550R.FA0066276N.0.0.0.0,CLIMATELEC,1,1,0,"212834,34","212834,34",Le projet / tÃ¢che FA0066276N/GX0494921K n'est pas valide Ã  la date du 31-MAR-26,modification hydraulique pour raccordement du réseau de Bezons a la chaufferie de l'Angoumois  selon devis C18-158177-V-3
0001,DRW,0001,4855604,2,FA0066276N,GX0494921K,10/11/21,10/05/22,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00002849M.A00008550R.FA0066276N.0.0.0.0,DARRAS ET JOUANIN,1,1,",844421874","9717,69","1511,86",Le projet / tÃ¢che FA0066276N/GX0494921K n'est pas valide Ã  la date du 31-MAR-26,mise en place de chambres de tirage selon devis 2020-118-2-A et contrat 18102019 ETS
0001,DRW,0001,4832386,1,FA0068547V,GX0613203X,26/03/21,26/09/21,ACHAT MAT.PIECES DETACHEES,0001.DRW.601000.65121.0.B00001337V.A00018163P.FA0068547V.0.0.0.0,D M A E FRANCE,1,1,0,1315,1315,Le projet / tÃ¢che FA0068547V/GX0613203X n'est pas valide Ã  la date du 31-MAR-26,GX - Dépannage détecteur gaz selon devis n° 281118
0001,DRW,0001,4835746,1,FA0018978R,GX0619325D,28/12/20,28/06/21,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001316W.A00008290W.FA0018978R.0.0.0.0,PEREC,1,1,0,2516,2516,Le projet / tÃ¢che FA0018978R/GX0619325D n'est pas valide Ã  la date du 31-MAR-26,Commande suivant votre devis 11.12
,,,,,,,,,,,,,,,,,,fourniture et pose de 2 radiateurs bureau au 1er madame BROTONS
,,,,,,,,,,,,,,,,,,Voir avec le responsable  ville M. Olivier Mancel
,,,,,,,,,,,,,,,,,,et contacter notre MOP M. Cherdouh
0001,DRW,0001,4836383,1,FC0068737K,GY0590437B,19/04/21,19/10/21,SOUS TRAITANTS,0001.DRW.231800.12110.0.B00001321B.A00008375S.FC0068737K.F20.0.0.0,KAMSTRUP SERVICES,"2741,85","2741,85",0,1,"2741,85",Le projet / tÃ¢che FC0068737K/GY0590437B n'est pas valide Ã  la date du 31-MAR-26,Installation Multisup au Parc St Cyr
0001,DRW,0001,BC501739,2,FA0066537K,GX1042653H,27/12/22,27/06/23,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00002659X.A00019041M.FA0066537K.0.0.0.0,AEP PARIS - ILE DE FRANCE,1,1,0,3367,3367,Le projet / tÃ¢che FA0066537K/GX1042653H n'est pas valide Ã  la date du 31-MAR-26,GX - SAFRAN MASSY - AEP - POMPE DISTRIBUTION LABO E
0001,DRW,0001,BC506896,1,FA0007682E,GX1044883S,26/10/23,26/04/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.65121.0.B00001337V.A00002038R.FA0007682E.0.0.0.0,ATLAS COPCO FRANCE SAS,1,1,",931818182",6160,420,Le projet / tÃ¢che FA0007682E/GX1044883S n'est pas valide Ã  la date du 31-MAR-26,commande selon devIs atlas copco Offre n° 23150254-0 du 11/05/22
0001,DRW,0001,BC780286,1,FA0082077V,GX1156333P,09/10/24,09/10/25,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001342A.A00014194E.FA0082077V.0.0.0.0,RCGC,1,",6151",",545095849","137571,2","9630,55512",Le projet / tÃ¢che FA0082077V/GX1156333P n'est pas valide Ã  la date du 31-MAR-26,SELON VOTRE DEVIS N° 4925 DU 05/04/23
0001,DRW,0001,BC639708,1,FA0082077V,GX1155356D,26/07/24,26/07/25,ETUDE ET RECHERCHE,0001.DRW.617100.65111.0.B00001342A.A00014194E.FA0082077V.0.0.0.0,BIM AVENUE,1,1,1,6000,0,Le projet / tÃ¢che FA0082077V/GX1155356D n'est pas valide Ã  la date du 31-MAR-26,Commande selon devIs n°135 Maquette numérIque RevIt - Denfert et Port Royal
0001,DRW,0001,BC569378,1,FA0082211X,GX1155149T,26/12/24,26/12/25,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.65121.0.B00001951S.A00013581H.FA0082211X.0.0.0.0,PARTEDIS CHAUFFAGE SANITAIRE,1,1,",125",2720,2380,Le projet / tÃ¢che FA0082211X/GX1155149T n'est pas valide Ã  la date du 31-MAR-26,C22148064-1 - URSSAF-LIEUSAINT-AmélIoratIon-Remplacement des enjolIveurs de chasse d'eau
0001,DRW,0001,BC589370,1,FA0082076T,GX1155068B,17/04/24,17/10/24,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001951S.A00022171V.FA0082076T.0.0.0.0,XPRTZ,1,1,0,1000,1000,Le projet / tÃ¢che FA0082076T/GX1155068B n'est pas valide Ã  la date du 31-MAR-26,DAT
0001,DRW,0001,BC664688,1,FA0081938L,GX1155102P,17/04/24,17/10/24,ACHAT MAT.PIECES DETACHEES,0001.DRW.601000.65121.0.B00002847K.A00013583K.FA0081938L.0.0.0.0,DAIKIN AIRCONDITIONING FRANCE,1,1,1,"1177,34",0,Le projet / tÃ¢che FA0081938L/GX1155102P n'est pas valide Ã  la date du 31-MAR-26,SELON VOTRE DEVIS N° 31761242 DU 18/01/23
0001,DRW,0001,BC666430,1,FA0082076T,GX1155087Y,17/04/24,17/10/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.65121.0.B00001951S.A00022171V.FA0082076T.0.0.0.0,LSIME,1,1,0,3572,3572,Le projet / tÃ¢che FA0082076T/GX1155087Y n'est pas valide Ã  la date du 31-MAR-26,PrestatIon SUC phase 1
0001,DRW,0001,BC701607,1,FA0082002J,GT1155227G,26/12/23,26/06/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.64112.0.B00003207V.A00013596A.FA0082002J.0.0.0.0,P L M,1,1,0,1050,1050,Le projet / tÃ¢che FA0082002J/GT1155227G n'est pas valide Ã  la date du 31-MAR-26,Remplacement de batterIe chaude CTA suIvant devIs D-202301-10445
0001,DRW,0001,BC804545,1,FA0082164T,GX1155038S,26/12/23,26/06/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.65121.0.B00002847K.A00013885D.FA0082164T.0.0.0.0,LE FROID PECOMARK,1,1,0,1290,1290,Le projet / tÃ¢che FA0082164T/GX1155038S n'est pas valide Ã  la date du 31-MAR-26,SELON COMMANDE N°7423060927
0001,DRW,0001,BC1131681,1,FA0019935D,GT1297739D,26/12/24,31/12/25,SOUS TRAITANTS,0001.DRW.611000.64111.0.B00001296Y.A00008613M.FA0019935D.0.0.0.0,ERELA,1,1,",249999416","4279,73","3209,8",Le projet / tÃ¢che FA0019935D/GT1297739D n'est pas valide Ã  la date du 31-MAR-26,GT1297739D ERELA SUPERVISION 14 VALENTON
0001,DRW,0001,BC1136762,1,FA0076911Z,GX1285428N,31/12/24,31/12/25,ACHAT MATIERES CONSOM.DIVERS,0001.DRW.606800.65121.0.B00002847K.A00016342W.FA0076911Z.0.0.0.0,GENERALE FRIGORIFIQUE,1,1,",502631658","1001,27",498,Le projet / tÃ¢che FA0076911Z/GX1285428N n'est pas valide Ã  la date du 31-MAR-26,DevIs GFF n° 0073903893
0001,DRW,0001,BC1198022,1,FA0076911Z,GX1285428N,31/12/24,31/12/25,ACHAT MATIERES CONSOM.DIVERS,0001.DRW.606800.65121.0.B00002847K.A00016342W.FA0076911Z.0.0.0.0,GENERALE FRIGORIFIQUE,1,1,0,1021,1021,Le projet / tÃ¢che FA0076911Z/GX1285428N n'est pas valide Ã  la date du 31-MAR-26,Commande selon devIs N°0073919098
0001,DRW,0001,BC1244119,1,FA0076911Z,GX1285428N,31/12/24,31/12/25,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00002847K.A00016342W.FA0076911Z.0.0.0.0,TLMS,1,1,0,1050,1050,Le projet / tÃ¢che FA0076911Z/GX1285428N n'est pas valide Ã  la date du 31-MAR-26,COMMANDE SELON DEVIS TLMS N° DV202404032 DU 11/04
0001,DRW,0001,BC1136859,1,FA0077299P,GX1281041D,26/03/25,26/03/26,SOUS TRAITANTS,0001.DRW.611000.65111.XXX0551.B00003206T.A00008561D.FA0077299P.0.0.0.0,SOGETH SOC GENERALE THERMIQUE,1,1,0,5440,5440,Le projet / tÃ¢che FA0077299P/GX1281041D n'est pas valide Ã  la date du 31-MAR-26,DGIC/GX1281041D/SOGETH/MO POUR LA PREPARATION REQUALIFICATION DES GF TRANE BAT 60
0001,DRW,0001,BC1107378,1,FA0077299P,GX1281041D,26/03/25,26/03/26,SOUS TRAITANTS,0001.DRW.611000.65111.XXX0551.B00003206T.A00008561D.FA0077299P.0.0.0.0,SOGETH SOC GENERALE THERMIQUE,1,1,0,"1630,9","1630,9",Le projet / tÃ¢che FA0077299P/GX1281041D n'est pas valide Ã  la date du 31-MAR-26,DGIC/GX1281041D/SOGETH/FOURNITURE DETENDEUR POUR GF BAT 61
0001,DRW,0001,BC1137623,1,FA0019923P,GX1295970T,26/12/24,26/12/25,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001304G.A00008612L.FA0019923P.0.0.0.0,FIRST-BAT,1,1,0,13600,13600,Le projet / tÃ¢che FA0019923P/GX1295970T n'est pas valide Ã  la date du 31-MAR-26,accord suIvant votre devIs pour la campagne de radIateur FONCIA PerrIn devIs N°DE00008635 du 25/01/2024
0001,DRW,0001,BC1146739,1,FA0065469X,GX1304213K,25/09/24,25/09/25,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.65121.0.B00001314T.A00018873X.FA0065469X.0.0.0.0,AERMEC SAS,1,1,",618812652","8222,02","3134,13",Le projet / tÃ¢che FA0065469X/GX1304213K n'est pas valide Ã  la date du 31-MAR-26,IFF4/ GX1304213K/ Aermec/ Collège E.GaloIs/ RequalIfIcatIon de la Pac selon devIs 019895
0001,DRW,0001,BC516037,1,FA0019207B,GL0022812Y,07/09/23,07/03/25,PRODUITS TRAITEMENT EAU,0001.DRW.606300.63322.0.B00001299B.A00008312W.FA0019207B.0.0.0.0,DISTRIBUTION DE SEL DISTRISEL,2,2,0,180,360,Le projet / tÃ¢che FA0019207B/GL0022812Y n'est pas valide Ã  la date du 31-MAR-26,"IDF - SERVICE ROUGE avec Monte meuble - ServIce complémentaIre pose au pIed de l'équIpement ""AVEC monte-meuble / Terrasse"" : ForfaIt MIse en place ExceptIonnelle du sel pour lIvraIsons en Terr"
0001,DRW,0001,BC522958,1,FA0019208C,GL0022813Z,07/09/23,07/03/25,S/T CONTROLES REGLEMENTAIRES,0001.DRW.611000.63151.0.B00001319Z.A00008312W.FA0019208C.0.0.0.0,EUROFINS HYDROLOGIE IDF,1,1,",571428571",819,351,Le projet / tÃ¢che FA0019208C/GL0022813Z n'est pas valide Ã  la date du 31-MAR-26,SELON DEVIS N° WYK706220527-02
0001,DRW,0001,BC750504,1,FA0081993Z,GX1156295X,26/01/24,26/07/24,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00002847K.A00021858N.FA0081993Z.0.0.0.0,TRANE FRANCE SAS,1,1,0,22257,22257,Le projet / tÃ¢che FA0081993Z/GX1156295X n'est pas valide Ã  la date du 31-MAR-26,SELON VOTRE PROPOSITION N° ME23-02-72272-RENT-0 DU1 3/02/2023
0001,DRW,0001,BC1181369,1,FA0079517K,GX1316611Z,27/08/24,27/08/25,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001334R.A00017688A.FA0079517K.0.0.0.0,ENTREPRISE NAZZARO,1,1,0,"3235,2","3235,2",Le projet / tÃ¢che FA0079517K/GX1316611Z n'est pas valide Ã  la date du 31-MAR-26,commande Nazzaro selon devIs DE  24143 FREDDY'S Bar: FournItures et remplacement d'un radIateur 6M
0001,DRW,0001,BC1185562,1,FA0082006N,GX1316703D,25/06/24,25/06/25,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001342A.A00013591V.FA0082006N.0.0.0.0,PRO CHAUFFAGE SANITAIRE,1,1,",965406901","2890,75",100,Le projet / tÃ¢che FA0082006N/GX1316703D n'est pas valide Ã  la date du 31-MAR-26,commande selon devIs 2024//13
0001,DRW,0001,BC1187769,1,FA0081022W,GT1322528Y,25/06/24,25/06/25,SOUS TRAITANTS,0001.DRW.611000.64111.0.B00001320A.A00022004E.FA0081022W.0.0.0.0,FIRST-BAT,1,1,0,1790,1790,Le projet / tÃ¢che FA0081022W/GT1322528Y n'est pas valide Ã  la date du 31-MAR-26,commande suIvant devIs DE007917
0001,DRW,0001,BC1189256,1,FA0082006N,GX1321882N,25/06/24,25/06/25,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001342A.A00013591V.FA0082006N.0.0.0.0,PRO CHAUFFAGE SANITAIRE,1,1,0,"2250,8","2250,8",Le projet / tÃ¢che FA0082006N/GX1321882N n'est pas valide Ã  la date du 31-MAR-26,commande selon devIs DV2024/04
0001,DRW,0001,4837246,1,FA0007536N,GT0623227M,23/12/20,23/06/21,SOUS TRAITANTS,0001.DRW.611000.64111.0.B00001309M.A00001892A.FA0007536N.0.0.0.0,JJ BOMELEC,3020,3020,0,1,3020,Le projet / tÃ¢che FA0007536N/GT0623227M n'est pas valide Ã  la date du 31-MAR-26,COMMANDE SUIVANT DEVIS N° JJB 5761 DU 20/02/2020
